image_path,split,label_path
images\train\aug_0000318_03401_d_0000571.jpg,train,labels\train\aug_0000318_03401_d_0000571.txt
images\train\aug_0000323_00401_d_0000634.jpg,train,labels\train\aug_0000323_00401_d_0000634.txt
images\train\aug_0000323_01801_d_0000641.jpg,train,labels\train\aug_0000323_01801_d_0000641.txt
images\train\aug_0000323_02201_d_0000643.jpg,train,labels\train\aug_0000323_02201_d_0000643.txt
images\train\aug_0000323_02401_d_0000644.jpg,train,labels\train\aug_0000323_02401_d_0000644.txt
images\train\aug_0000323_03001_d_0000647.jpg,train,labels\train\aug_0000323_03001_d_0000647.txt
images\train\aug_0000325_00201_d_0000663.jpg,train,labels\train\aug_0000325_00201_d_0000663.txt
images\train\aug_0000325_00801_d_0000666.jpg,train,labels\train\aug_0000325_00801_d_0000666.txt
images\train\aug_0000325_01201_d_0000668.jpg,train,labels\train\aug_0000325_01201_d_0000668.txt
images\train\aug_0000325_01401_d_0000669.jpg,train,labels\train\aug_0000325_01401_d_0000669.txt
images\train\aug_0000325_01601_d_0000670.jpg,train,labels\train\aug_0000325_01601_d_0000670.txt
images\train\aug_0000325_01801_d_0000671.jpg,train,labels\train\aug_0000325_01801_d_0000671.txt
images\train\aug_0000325_02001_d_0000672.jpg,train,labels\train\aug_0000325_02001_d_0000672.txt
images\train\aug_0000325_02201_d_0000673.jpg,train,labels\train\aug_0000325_02201_d_0000673.txt
images\train\aug_0000325_02601_d_0000675.jpg,train,labels\train\aug_0000325_02601_d_0000675.txt
images\train\aug_0000325_02801_d_0000676.jpg,train,labels\train\aug_0000325_02801_d_0000676.txt
images\train\aug_0000325_03001_d_0000677.jpg,train,labels\train\aug_0000325_03001_d_0000677.txt
images\train\aug_0000325_03201_d_0000678.jpg,train,labels\train\aug_0000325_03201_d_0000678.txt
images\train\aug_0000325_03401_d_0000679.jpg,train,labels\train\aug_0000325_03401_d_0000679.txt
images\train\aug_0000325_03601_d_0000680.jpg,train,labels\train\aug_0000325_03601_d_0000680.txt
images\train\aug_0000325_03801_d_0000681.jpg,train,labels\train\aug_0000325_03801_d_0000681.txt
images\train\aug_0000325_04001_d_0000682.jpg,train,labels\train\aug_0000325_04001_d_0000682.txt
images\train\aug_0000325_04201_d_0000683.jpg,train,labels\train\aug_0000325_04201_d_0000683.txt
images\train\aug_0000325_04401_d_0000684.jpg,train,labels\train\aug_0000325_04401_d_0000684.txt
images\train\aug_0000325_04801_d_0000686.jpg,train,labels\train\aug_0000325_04801_d_0000686.txt
images\train\aug_0000325_05601_d_0000690.jpg,train,labels\train\aug_0000325_05601_d_0000690.txt
images\train\aug_0000325_05801_d_0000691.jpg,train,labels\train\aug_0000325_05801_d_0000691.txt
images\train\aug_0000325_06001_d_0000692.jpg,train,labels\train\aug_0000325_06001_d_0000692.txt
images\train\aug_0000325_06601_d_0000695.jpg,train,labels\train\aug_0000325_06601_d_0000695.txt
images\train\aug_0000326_00001_d_0000696.jpg,train,labels\train\aug_0000326_00001_d_0000696.txt
images\train\aug_0000326_00201_d_0000697.jpg,train,labels\train\aug_0000326_00201_d_0000697.txt
images\train\aug_0000326_02801_d_0000710.jpg,train,labels\train\aug_0000326_02801_d_0000710.txt
images\train\aug_0000329_00601_d_0000768.jpg,train,labels\train\aug_0000329_00601_d_0000768.txt
images\train\aug_0000329_02001_d_0000775.jpg,train,labels\train\aug_0000329_02001_d_0000775.txt
images\train\aug_0000329_02401_d_0000777.jpg,train,labels\train\aug_0000329_02401_d_0000777.txt
images\train\aug_0000329_02601_d_0000778.jpg,train,labels\train\aug_0000329_02601_d_0000778.txt
images\train\aug_0000329_03201_d_0000781.jpg,train,labels\train\aug_0000329_03201_d_0000781.txt
images\train\aug_0000329_03601_d_0000783.jpg,train,labels\train\aug_0000329_03601_d_0000783.txt
images\train\aug_0000329_04401_d_0000787.jpg,train,labels\train\aug_0000329_04401_d_0000787.txt
images\train\aug_0000329_05401_d_0000792.jpg,train,labels\train\aug_0000329_05401_d_0000792.txt
images\train\aug_0000329_05601_d_0000793.jpg,train,labels\train\aug_0000329_05601_d_0000793.txt
images\train\aug_0000329_06001_d_0000795.jpg,train,labels\train\aug_0000329_06001_d_0000795.txt
images\train\aug_0000329_06401_d_0000797.jpg,train,labels\train\aug_0000329_06401_d_0000797.txt
images\train\aug_0000329_06801_d_0000799.jpg,train,labels\train\aug_0000329_06801_d_0000799.txt
images\train\aug_0000331_00001_d_0000824.jpg,train,labels\train\aug_0000331_00001_d_0000824.txt
images\train\aug_0000331_00001_d_0000841.jpg,train,labels\train\aug_0000331_00001_d_0000841.txt
images\train\aug_0000331_00201_d_0000825.jpg,train,labels\train\aug_0000331_00201_d_0000825.txt
images\train\aug_0000331_00201_d_0000842.jpg,train,labels\train\aug_0000331_00201_d_0000842.txt
images\train\aug_0000331_00401_d_0000826.jpg,train,labels\train\aug_0000331_00401_d_0000826.txt
images\train\aug_0000331_00601_d_0000827.jpg,train,labels\train\aug_0000331_00601_d_0000827.txt
images\train\aug_0000331_00601_d_0000844.jpg,train,labels\train\aug_0000331_00601_d_0000844.txt
images\train\aug_0000331_00801_d_0000828.jpg,train,labels\train\aug_0000331_00801_d_0000828.txt
images\train\aug_0000331_00801_d_0000845.jpg,train,labels\train\aug_0000331_00801_d_0000845.txt
images\train\aug_0000331_01001_d_0000829.jpg,train,labels\train\aug_0000331_01001_d_0000829.txt
images\train\aug_0000331_01001_d_0000846.jpg,train,labels\train\aug_0000331_01001_d_0000846.txt
images\train\aug_0000331_01401_d_0000831.jpg,train,labels\train\aug_0000331_01401_d_0000831.txt
images\train\aug_0000331_01401_d_0000848.jpg,train,labels\train\aug_0000331_01401_d_0000848.txt
images\train\aug_0000331_01601_d_0000832.jpg,train,labels\train\aug_0000331_01601_d_0000832.txt
images\train\aug_0000331_01601_d_0000849.jpg,train,labels\train\aug_0000331_01601_d_0000849.txt
images\train\aug_0000331_01801_d_0000850.jpg,train,labels\train\aug_0000331_01801_d_0000850.txt
images\train\aug_0000331_02201_d_0000852.jpg,train,labels\train\aug_0000331_02201_d_0000852.txt
images\train\aug_0000331_02401_d_0000853.jpg,train,labels\train\aug_0000331_02401_d_0000853.txt
images\train\aug_0000331_02801_d_0000855.jpg,train,labels\train\aug_0000331_02801_d_0000855.txt
images\train\aug_0000331_03001_d_0000839.jpg,train,labels\train\aug_0000331_03001_d_0000839.txt
images\train\aug_0000331_03201_d_0000857.jpg,train,labels\train\aug_0000331_03201_d_0000857.txt
images\train\aug_0000331_03601_d_0000859.jpg,train,labels\train\aug_0000331_03601_d_0000859.txt
images\train\aug_0000334_00197_d_0000022.jpg,train,labels\train\aug_0000334_00197_d_0000022.txt
images\train\aug_0000334_00393_d_0000023.jpg,train,labels\train\aug_0000334_00393_d_0000023.txt
images\train\aug_0000334_00589_d_0000024.jpg,train,labels\train\aug_0000334_00589_d_0000024.txt
images\train\aug_0000334_00785_d_0000025.jpg,train,labels\train\aug_0000334_00785_d_0000025.txt
images\train\aug_0000334_00981_d_0000026.jpg,train,labels\train\aug_0000334_00981_d_0000026.txt
images\train\aug_0000334_01177_d_0000027.jpg,train,labels\train\aug_0000334_01177_d_0000027.txt
images\train\aug_0000334_01373_d_0000028.jpg,train,labels\train\aug_0000334_01373_d_0000028.txt
images\train\aug_0000334_01569_d_0000029.jpg,train,labels\train\aug_0000334_01569_d_0000029.txt
images\train\aug_0000334_02157_d_0000032.jpg,train,labels\train\aug_0000334_02157_d_0000032.txt
images\train\aug_0000334_02549_d_0000034.jpg,train,labels\train\aug_0000334_02549_d_0000034.txt
images\train\aug_0000334_02941_d_0000036.jpg,train,labels\train\aug_0000334_02941_d_0000036.txt
images\train\aug_0000334_03137_d_0000037.jpg,train,labels\train\aug_0000334_03137_d_0000037.txt
images\train\aug_0000334_03333_d_0000038.jpg,train,labels\train\aug_0000334_03333_d_0000038.txt
images\train\aug_0000334_03529_d_0000039.jpg,train,labels\train\aug_0000334_03529_d_0000039.txt
images\train\aug_0000334_03921_d_0000041.jpg,train,labels\train\aug_0000334_03921_d_0000041.txt
images\train\aug_0000338_00001_d_0000138.jpg,train,labels\train\aug_0000338_00001_d_0000138.txt
images\train\aug_0000338_00785_d_0000142.jpg,train,labels\train\aug_0000338_00785_d_0000142.txt
images\train\aug_0000338_01177_d_0000144.jpg,train,labels\train\aug_0000338_01177_d_0000144.txt
images\train\aug_0000338_01569_d_0000146.jpg,train,labels\train\aug_0000338_01569_d_0000146.txt
images\train\aug_0000338_01765_d_0000147.jpg,train,labels\train\aug_0000338_01765_d_0000147.txt
images\train\aug_0000338_01961_d_0000148.jpg,train,labels\train\aug_0000338_01961_d_0000148.txt
images\train\aug_0000338_02353_d_0000150.jpg,train,labels\train\aug_0000338_02353_d_0000150.txt
images\train\aug_0000338_02745_d_0000152.jpg,train,labels\train\aug_0000338_02745_d_0000152.txt
images\train\aug_0000338_03725_d_0000157.jpg,train,labels\train\aug_0000338_03725_d_0000157.txt
images\train\aug_0000338_04313_d_0000160.jpg,train,labels\train\aug_0000338_04313_d_0000160.txt
images\train\aug_0000339_00001_d_0000161.jpg,train,labels\train\aug_0000339_00001_d_0000161.txt
images\train\aug_0000339_00197_d_0000162.jpg,train,labels\train\aug_0000339_00197_d_0000162.txt
images\train\aug_0000339_00589_d_0000164.jpg,train,labels\train\aug_0000339_00589_d_0000164.txt
images\train\aug_0000339_00785_d_0000165.jpg,train,labels\train\aug_0000339_00785_d_0000165.txt
images\train\aug_0000339_00981_d_0000166.jpg,train,labels\train\aug_0000339_00981_d_0000166.txt
images\train\aug_0000339_01177_d_0000167.jpg,train,labels\train\aug_0000339_01177_d_0000167.txt
images\train\aug_0000339_01569_d_0000169.jpg,train,labels\train\aug_0000339_01569_d_0000169.txt
images\train\aug_0000339_01961_d_0000171.jpg,train,labels\train\aug_0000339_01961_d_0000171.txt
images\train\aug_0000339_02157_d_0000172.jpg,train,labels\train\aug_0000339_02157_d_0000172.txt
images\train\aug_0000339_02353_d_0000173.jpg,train,labels\train\aug_0000339_02353_d_0000173.txt
images\train\aug_0000339_02549_d_0000174.jpg,train,labels\train\aug_0000339_02549_d_0000174.txt
images\train\aug_0000339_02941_d_0000176.jpg,train,labels\train\aug_0000339_02941_d_0000176.txt
images\train\aug_0000339_03529_d_0000179.jpg,train,labels\train\aug_0000339_03529_d_0000179.txt
images\train\aug_0000339_03725_d_0000180.jpg,train,labels\train\aug_0000339_03725_d_0000180.txt
images\train\aug_0000342_00197_d_0000243.jpg,train,labels\train\aug_0000342_00197_d_0000243.txt
images\train\aug_0000342_00589_d_0000245.jpg,train,labels\train\aug_0000342_00589_d_0000245.txt
images\train\aug_0000342_00785_d_0000246.jpg,train,labels\train\aug_0000342_00785_d_0000246.txt
images\train\aug_0000342_01765_d_0000251.jpg,train,labels\train\aug_0000342_01765_d_0000251.txt
images\train\aug_0000342_02353_d_0000254.jpg,train,labels\train\aug_0000342_02353_d_0000254.txt
images\train\aug_0000342_02745_d_0000256.jpg,train,labels\train\aug_0000342_02745_d_0000256.txt
images\train\aug_0000342_02941_d_0000257.jpg,train,labels\train\aug_0000342_02941_d_0000257.txt
images\train\aug_0000342_03137_d_0000258.jpg,train,labels\train\aug_0000342_03137_d_0000258.txt
images\train\aug_0000342_03529_d_0000260.jpg,train,labels\train\aug_0000342_03529_d_0000260.txt
images\train\aug_0000342_03921_d_0000262.jpg,train,labels\train\aug_0000342_03921_d_0000262.txt
images\train\aug_0000342_04117_d_0000263.jpg,train,labels\train\aug_0000342_04117_d_0000263.txt
images\train\aug_0000342_04509_d_0000265.jpg,train,labels\train\aug_0000342_04509_d_0000265.txt
images\train\aug_0000342_04705_d_0000266.jpg,train,labels\train\aug_0000342_04705_d_0000266.txt
images\train\aug_0000342_05293_d_0000269.jpg,train,labels\train\aug_0000342_05293_d_0000269.txt
images\train\aug_0000342_05685_d_0000271.jpg,train,labels\train\aug_0000342_05685_d_0000271.txt
images\train\aug_0000342_06273_d_0000274.jpg,train,labels\train\aug_0000342_06273_d_0000274.txt
images\train\aug_0000343_00197_d_0000276.jpg,train,labels\train\aug_0000343_00197_d_0000276.txt
images\train\aug_0000343_01373_d_0000282.jpg,train,labels\train\aug_0000343_01373_d_0000282.txt
images\train\aug_0000343_01569_d_0000283.jpg,train,labels\train\aug_0000343_01569_d_0000283.txt
images\train\aug_0000344_00001_d_0000293.jpg,train,labels\train\aug_0000344_00001_d_0000293.txt
images\train\aug_0000344_01765_d_0000302.jpg,train,labels\train\aug_0000344_01765_d_0000302.txt
images\train\aug_0000344_01961_d_0000303.jpg,train,labels\train\aug_0000344_01961_d_0000303.txt
images\train\aug_0000344_02353_d_0000305.jpg,train,labels\train\aug_0000344_02353_d_0000305.txt
images\train\aug_0000344_02941_d_0000308.jpg,train,labels\train\aug_0000344_02941_d_0000308.txt
images\train\aug_0000345_00001_d_0000309.jpg,train,labels\train\aug_0000345_00001_d_0000309.txt
images\train\aug_0000345_00197_d_0000310.jpg,train,labels\train\aug_0000345_00197_d_0000310.txt
images\train\aug_0000345_00393_d_0000311.jpg,train,labels\train\aug_0000345_00393_d_0000311.txt
images\train\aug_0000345_00589_d_0000312.jpg,train,labels\train\aug_0000345_00589_d_0000312.txt
images\train\aug_0000345_00785_d_0000313.jpg,train,labels\train\aug_0000345_00785_d_0000313.txt
images\train\aug_0000345_00981_d_0000314.jpg,train,labels\train\aug_0000345_00981_d_0000314.txt
images\train\aug_0000345_01177_d_0000315.jpg,train,labels\train\aug_0000345_01177_d_0000315.txt
images\train\aug_0000345_01765_d_0000318.jpg,train,labels\train\aug_0000345_01765_d_0000318.txt
images\train\aug_0000345_02745_d_0000323.jpg,train,labels\train\aug_0000345_02745_d_0000323.txt
images\train\aug_0000345_03137_d_0000325.jpg,train,labels\train\aug_0000345_03137_d_0000325.txt
images\train\aug_0000348_00001_d_0000406.jpg,train,labels\train\aug_0000348_00001_d_0000406.txt
images\train\aug_0000348_00197_d_0000407.jpg,train,labels\train\aug_0000348_00197_d_0000407.txt
images\train\aug_0000348_00393_d_0000408.jpg,train,labels\train\aug_0000348_00393_d_0000408.txt
images\train\aug_0000348_01373_d_0000413.jpg,train,labels\train\aug_0000348_01373_d_0000413.txt
images\train\aug_0000348_01569_d_0000414.jpg,train,labels\train\aug_0000348_01569_d_0000414.txt
images\train\aug_0000348_01765_d_0000415.jpg,train,labels\train\aug_0000348_01765_d_0000415.txt
images\train\aug_0000348_02157_d_0000417.jpg,train,labels\train\aug_0000348_02157_d_0000417.txt
images\train\aug_0000348_02745_d_0000420.jpg,train,labels\train\aug_0000348_02745_d_0000420.txt
images\train\aug_0000348_02941_d_0000421.jpg,train,labels\train\aug_0000348_02941_d_0000421.txt
images\train\aug_0000348_03529_d_0000424.jpg,train,labels\train\aug_0000348_03529_d_0000424.txt
images\train\aug_0000348_03725_d_0000425.jpg,train,labels\train\aug_0000348_03725_d_0000425.txt
images\train\aug_0000348_04117_d_0000427.jpg,train,labels\train\aug_0000348_04117_d_0000427.txt
images\train\aug_0000348_04901_d_0000431.jpg,train,labels\train\aug_0000348_04901_d_0000431.txt
images\train\aug_0000348_05097_d_0000432.jpg,train,labels\train\aug_0000348_05097_d_0000432.txt
images\train\aug_0000348_06077_d_0000437.jpg,train,labels\train\aug_0000348_06077_d_0000437.txt
images\train\aug_0000348_06469_d_0000439.jpg,train,labels\train\aug_0000348_06469_d_0000439.txt
images\train\aug_0000349_01961_d_0000450.jpg,train,labels\train\aug_0000349_01961_d_0000450.txt
images\train\aug_0000349_02157_d_0000451.jpg,train,labels\train\aug_0000349_02157_d_0000451.txt
images\train\aug_0000349_04313_d_0000462.jpg,train,labels\train\aug_0000349_04313_d_0000462.txt
images\train\aug_0000349_04509_d_0000463.jpg,train,labels\train\aug_0000349_04509_d_0000463.txt
images\train\aug_0000349_05097_d_0000466.jpg,train,labels\train\aug_0000349_05097_d_0000466.txt
images\train\aug_0000349_05489_d_0000468.jpg,train,labels\train\aug_0000349_05489_d_0000468.txt
images\train\aug_0000349_05881_d_0000470.jpg,train,labels\train\aug_0000349_05881_d_0000470.txt
images\train\aug_0000351_00001_d_0000519.jpg,train,labels\train\aug_0000351_00001_d_0000519.txt
images\train\aug_0000351_00197_d_0000520.jpg,train,labels\train\aug_0000351_00197_d_0000520.txt
images\train\aug_0000351_00981_d_0000524.jpg,train,labels\train\aug_0000351_00981_d_0000524.txt
images\train\aug_0000351_01569_d_0000527.jpg,train,labels\train\aug_0000351_01569_d_0000527.txt
images\train\aug_0000351_01765_d_0000528.jpg,train,labels\train\aug_0000351_01765_d_0000528.txt
images\train\aug_0000351_01961_d_0000529.jpg,train,labels\train\aug_0000351_01961_d_0000529.txt
images\train\aug_0000351_02157_d_0000530.jpg,train,labels\train\aug_0000351_02157_d_0000530.txt
images\train\aug_0000351_02353_d_0000531.jpg,train,labels\train\aug_0000351_02353_d_0000531.txt
images\train\aug_0000351_02549_d_0000532.jpg,train,labels\train\aug_0000351_02549_d_0000532.txt
images\train\aug_0000351_02745_d_0000533.jpg,train,labels\train\aug_0000351_02745_d_0000533.txt
images\train\aug_0000351_02941_d_0000534.jpg,train,labels\train\aug_0000351_02941_d_0000534.txt
images\train\aug_0000351_03333_d_0000536.jpg,train,labels\train\aug_0000351_03333_d_0000536.txt
images\train\aug_0000351_03529_d_0000537.jpg,train,labels\train\aug_0000351_03529_d_0000537.txt
images\train\aug_0000352_00001_d_0000539.jpg,train,labels\train\aug_0000352_00001_d_0000539.txt
images\train\aug_0000352_00197_d_0000540.jpg,train,labels\train\aug_0000352_00197_d_0000540.txt
images\train\aug_0000352_00785_d_0000543.jpg,train,labels\train\aug_0000352_00785_d_0000543.txt
images\train\aug_0000352_01373_d_0000546.jpg,train,labels\train\aug_0000352_01373_d_0000546.txt
images\train\aug_0000352_01569_d_0000547.jpg,train,labels\train\aug_0000352_01569_d_0000547.txt
images\train\aug_0000352_01765_d_0000548.jpg,train,labels\train\aug_0000352_01765_d_0000548.txt
images\train\aug_0000352_01961_d_0000549.jpg,train,labels\train\aug_0000352_01961_d_0000549.txt
images\train\aug_0000352_02157_d_0000550.jpg,train,labels\train\aug_0000352_02157_d_0000550.txt
images\train\aug_0000352_02353_d_0000551.jpg,train,labels\train\aug_0000352_02353_d_0000551.txt
images\train\aug_0000352_02549_d_0000552.jpg,train,labels\train\aug_0000352_02549_d_0000552.txt
images\train\aug_0000352_02745_d_0000553.jpg,train,labels\train\aug_0000352_02745_d_0000553.txt
images\train\aug_0000352_02941_d_0000554.jpg,train,labels\train\aug_0000352_02941_d_0000554.txt
images\train\aug_0000352_03137_d_0000555.jpg,train,labels\train\aug_0000352_03137_d_0000555.txt
images\train\aug_0000352_03333_d_0000556.jpg,train,labels\train\aug_0000352_03333_d_0000556.txt
images\train\aug_0000352_03529_d_0000557.jpg,train,labels\train\aug_0000352_03529_d_0000557.txt
images\train\aug_0000352_04313_d_0000561.jpg,train,labels\train\aug_0000352_04313_d_0000561.txt
images\train\aug_0000352_04509_d_0000562.jpg,train,labels\train\aug_0000352_04509_d_0000562.txt
images\train\aug_0000352_04901_d_0000564.jpg,train,labels\train\aug_0000352_04901_d_0000564.txt
images\train\aug_0000352_05097_d_0000565.jpg,train,labels\train\aug_0000352_05097_d_0000565.txt
images\train\aug_0000352_05293_d_0000566.jpg,train,labels\train\aug_0000352_05293_d_0000566.txt
images\train\aug_0000352_05489_d_0000567.jpg,train,labels\train\aug_0000352_05489_d_0000567.txt
images\train\aug_0000352_05685_d_0000568.jpg,train,labels\train\aug_0000352_05685_d_0000568.txt
images\train\aug_0000352_06077_d_0000570.jpg,train,labels\train\aug_0000352_06077_d_0000570.txt
images\train\aug_0000352_06273_d_0000571.jpg,train,labels\train\aug_0000352_06273_d_0000571.txt
images\train\aug_0000352_06469_d_0000572.jpg,train,labels\train\aug_0000352_06469_d_0000572.txt
images\train\aug_0000352_06665_d_0000573.jpg,train,labels\train\aug_0000352_06665_d_0000573.txt
images\train\aug_0000357_00981_d_0000661.jpg,train,labels\train\aug_0000357_00981_d_0000661.txt
images\train\aug_0000357_02549_d_0000669.jpg,train,labels\train\aug_0000357_02549_d_0000669.txt
images\train\aug_0000357_04509_d_0000679.jpg,train,labels\train\aug_0000357_04509_d_0000679.txt
images\train\aug_0000358_02157_d_0000691.jpg,train,labels\train\aug_0000358_02157_d_0000691.txt
images\train\aug_0000358_02353_d_0000692.jpg,train,labels\train\aug_0000358_02353_d_0000692.txt
images\train\aug_0000358_02549_d_0000693.jpg,train,labels\train\aug_0000358_02549_d_0000693.txt
images\train\aug_0000361_00001_d_0000753.jpg,train,labels\train\aug_0000361_00001_d_0000753.txt
images\train\aug_0000361_00197_d_0000754.jpg,train,labels\train\aug_0000361_00197_d_0000754.txt
images\train\aug_0000361_00589_d_0000756.jpg,train,labels\train\aug_0000361_00589_d_0000756.txt
images\train\aug_0000361_00981_d_0000758.jpg,train,labels\train\aug_0000361_00981_d_0000758.txt
images\train\aug_0000361_04509_d_0000776.jpg,train,labels\train\aug_0000361_04509_d_0000776.txt
images\train\aug_0000363_00589_d_0000786.jpg,train,labels\train\aug_0000363_00589_d_0000786.txt
images\train\aug_0000363_00785_d_0000787.jpg,train,labels\train\aug_0000363_00785_d_0000787.txt
images\train\aug_0000363_01373_d_0000790.jpg,train,labels\train\aug_0000363_01373_d_0000790.txt
images\train\aug_0000363_01569_d_0000791.jpg,train,labels\train\aug_0000363_01569_d_0000791.txt
images\train\aug_0000363_02157_d_0000793.jpg,train,labels\train\aug_0000363_02157_d_0000793.txt
images\train\aug_0000363_02549_d_0000795.jpg,train,labels\train\aug_0000363_02549_d_0000795.txt
images\train\aug_0000363_02745_d_0000796.jpg,train,labels\train\aug_0000363_02745_d_0000796.txt
images\train\aug_0000363_03529_d_0000797.jpg,train,labels\train\aug_0000363_03529_d_0000797.txt
images\train\aug_0000366_00197_d_0000787.jpg,train,labels\train\aug_0000366_00197_d_0000787.txt
images\train\aug_0000366_00589_d_0000788.jpg,train,labels\train\aug_0000366_00589_d_0000788.txt
images\train\aug_0000366_01569_d_0000790.jpg,train,labels\train\aug_0000366_01569_d_0000790.txt
images\train\aug_0000366_01765_d_0000791.jpg,train,labels\train\aug_0000366_01765_d_0000791.txt
images\train\aug_0000366_03137_d_0000794.jpg,train,labels\train\aug_0000366_03137_d_0000794.txt
images\train\aug_0000366_03333_d_0000795.jpg,train,labels\train\aug_0000366_03333_d_0000795.txt
images\train\aug_0000366_03529_d_0000796.jpg,train,labels\train\aug_0000366_03529_d_0000796.txt
images\train\aug_0000366_03921_d_0000797.jpg,train,labels\train\aug_0000366_03921_d_0000797.txt
images\train\aug_0000366_04117_d_0000798.jpg,train,labels\train\aug_0000366_04117_d_0000798.txt
images\train\aug_0000366_04313_d_0000799.jpg,train,labels\train\aug_0000366_04313_d_0000799.txt
images\train\aug_0000366_04901_d_0000801.jpg,train,labels\train\aug_0000366_04901_d_0000801.txt
images\train\aug_0000366_05293_d_0000803.jpg,train,labels\train\aug_0000366_05293_d_0000803.txt
images\train\aug_0000366_05489_d_0000804.jpg,train,labels\train\aug_0000366_05489_d_0000804.txt
images\train\aug_0000366_06077_d_0000807.jpg,train,labels\train\aug_0000366_06077_d_0000807.txt
images\train\aug_0000366_06273_d_0000808.jpg,train,labels\train\aug_0000366_06273_d_0000808.txt
images\train\aug_0000366_06469_d_0000809.jpg,train,labels\train\aug_0000366_06469_d_0000809.txt
images\train\aug_0000366_07057_d_0000812.jpg,train,labels\train\aug_0000366_07057_d_0000812.txt
images\train\aug_0000366_08233_d_0000814.jpg,train,labels\train\aug_0000366_08233_d_0000814.txt
images\train\aug_0000366_08429_d_0000815.jpg,train,labels\train\aug_0000366_08429_d_0000815.txt
images\train\aug_0000366_09605_d_0000817.jpg,train,labels\train\aug_0000366_09605_d_0000817.txt
images\train\aug_0000366_09801_d_0000818.jpg,train,labels\train\aug_0000366_09801_d_0000818.txt
images\train\aug_0000366_09997_d_0000819.jpg,train,labels\train\aug_0000366_09997_d_0000819.txt
images\train\aug_9999937_00000_d_0000002.jpg,train,labels\train\aug_9999937_00000_d_0000002.txt
images\train\aug_9999937_00000_d_0000004.jpg,train,labels\train\aug_9999937_00000_d_0000004.txt
images\train\aug_9999937_00000_d_0000005.jpg,train,labels\train\aug_9999937_00000_d_0000005.txt
images\train\aug_9999937_00000_d_0000006.jpg,train,labels\train\aug_9999937_00000_d_0000006.txt
images\train\aug_9999937_00000_d_0000007.jpg,train,labels\train\aug_9999937_00000_d_0000007.txt
images\train\aug_9999937_00000_d_0000008.jpg,train,labels\train\aug_9999937_00000_d_0000008.txt
images\train\aug_9999937_00000_d_0000009.jpg,train,labels\train\aug_9999937_00000_d_0000009.txt
images\train\aug_9999937_00000_d_0000010.jpg,train,labels\train\aug_9999937_00000_d_0000010.txt
images\train\aug_9999937_00000_d_0000012.jpg,train,labels\train\aug_9999937_00000_d_0000012.txt
images\train\aug_9999937_00000_d_0000013.jpg,train,labels\train\aug_9999937_00000_d_0000013.txt
images\train\aug_9999937_00000_d_0000014.jpg,train,labels\train\aug_9999937_00000_d_0000014.txt
images\train\aug_9999937_00000_d_0000015.jpg,train,labels\train\aug_9999937_00000_d_0000015.txt
images\train\aug_9999937_00000_d_0000017.jpg,train,labels\train\aug_9999937_00000_d_0000017.txt
images\train\aug_9999937_00000_d_0000018.jpg,train,labels\train\aug_9999937_00000_d_0000018.txt
images\train\aug_9999937_00000_d_0000020.jpg,train,labels\train\aug_9999937_00000_d_0000020.txt
images\train\aug_9999937_00000_d_0000021.jpg,train,labels\train\aug_9999937_00000_d_0000021.txt
images\train\aug_9999937_00000_d_0000022.jpg,train,labels\train\aug_9999937_00000_d_0000022.txt
images\train\aug_9999937_00000_d_0000023.jpg,train,labels\train\aug_9999937_00000_d_0000023.txt
images\train\aug_9999937_00000_d_0000024.jpg,train,labels\train\aug_9999937_00000_d_0000024.txt
images\train\aug_9999937_00000_d_0000025.jpg,train,labels\train\aug_9999937_00000_d_0000025.txt
images\train\aug_9999937_00000_d_0000026.jpg,train,labels\train\aug_9999937_00000_d_0000026.txt
images\train\aug_9999937_00000_d_0000027.jpg,train,labels\train\aug_9999937_00000_d_0000027.txt
images\train\aug_9999937_00000_d_0000029.jpg,train,labels\train\aug_9999937_00000_d_0000029.txt
images\train\aug_9999937_00000_d_0000030.jpg,train,labels\train\aug_9999937_00000_d_0000030.txt
images\train\aug_9999937_00000_d_0000031.jpg,train,labels\train\aug_9999937_00000_d_0000031.txt
images\train\aug_9999937_00000_d_0000032.jpg,train,labels\train\aug_9999937_00000_d_0000032.txt
images\train\aug_9999937_00000_d_0000033.jpg,train,labels\train\aug_9999937_00000_d_0000033.txt
images\train\aug_9999937_00000_d_0000034.jpg,train,labels\train\aug_9999937_00000_d_0000034.txt
images\train\aug_9999937_00000_d_0000035.jpg,train,labels\train\aug_9999937_00000_d_0000035.txt
images\train\aug_9999937_00000_d_0000036.jpg,train,labels\train\aug_9999937_00000_d_0000036.txt
images\train\aug_9999937_00000_d_0000037.jpg,train,labels\train\aug_9999937_00000_d_0000037.txt
images\train\aug_9999937_00000_d_0000038.jpg,train,labels\train\aug_9999937_00000_d_0000038.txt
images\train\aug_9999937_00000_d_0000039.jpg,train,labels\train\aug_9999937_00000_d_0000039.txt
images\train\aug_9999937_00000_d_0000040.jpg,train,labels\train\aug_9999937_00000_d_0000040.txt
images\train\aug_9999937_00000_d_0000041.jpg,train,labels\train\aug_9999937_00000_d_0000041.txt
images\train\aug_9999937_00000_d_0000042.jpg,train,labels\train\aug_9999937_00000_d_0000042.txt
images\train\aug_9999937_00000_d_0000043.jpg,train,labels\train\aug_9999937_00000_d_0000043.txt
